EpochTime,DeviceType,GPSMode,ReceiverType,latitude,longitude,speed,course,altitude,seperation,terrainElev,ehspe,espe,evpe,LowestGForce,LowestGForceXAccelleration,LowestGForceYAccelleration,LowestGForceZAccelleration,HighestGForce,HighestGForceXAccelleration,HighestGForceYAccelleration,HighestGForceZAccelleration,pitch,pitchrate,roll,rollrate,yaw,yawrate,platformid,WasActiveSource,FlightType,FlightModeStatus
1736274022,7,3,0,42.779301,-1.652100,73.590065,337.040985,2136.389648,0.000000,1400.000000,0.000000,0.000000,0.000000,0.997366,-0.003000,-0.848000,-0.525000,1.004267,-0.002000,-0.848000,-0.538000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274023,7,3,0,42.779598,-1.652300,73.642548,336.654999,2149.735840,0.000000,1400.000000,0.000000,0.000000,0.000000,0.996836,-0.001000,-0.848000,-0.524000,1.004267,-0.002000,-0.848000,-0.538000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274024,7,3,0,42.779900,-1.652500,73.541466,336.428009,2163.533203,0.000000,1400.000000,0.000000,0.000000,0.000000,0.997778,-0.002000,-0.846000,-0.529000,1.001596,-0.001000,-0.848000,-0.533000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274025,7,3,0,42.780201,-1.652700,73.226562,336.369995,2178.185791,0.000000,1400.000000,0.000000,0.000000,0.000000,0.999155,-0.001000,-0.847000,-0.530000,1.002130,-0.002000,-0.848000,-0.534000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274026,7,3,0,42.780602,-1.653000,72.692009,336.380005,2195.941650,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998309,-0.002000,-0.846000,-0.530000,1.001911,-0.001000,-0.849000,-0.532000,999.000000,-0.000145,999.000000,0.005293,999.000000,-0.001577,14,1,3,1
1736274027,7,3,0,42.780800,-1.653100,72.180779,336.427002,2211.244629,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998945,-0.002000,-0.848000,-0.528000,1.001600,-0.003000,-0.848000,-0.533000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274028,7,3,0,42.781101,-1.653300,71.650108,336.399994,2226.892334,0.000000,1400.000000,0.000000,0.000000,0.000000,0.999155,-0.001000,-0.847000,-0.530000,1.001596,-0.001000,-0.848000,-0.533000,999.000000,-0.000519,999.000000,-0.003401,999.000000,-0.001425,14,1,3,1
1736274029,7,3,0,42.781399,-1.653500,71.084450,336.286011,2243.756348,0.000000,1400.000000,0.000000,0.000000,0.000000,0.997161,0.000000,-0.849000,-0.523000,1.001380,0.000000,-0.849000,-0.531000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274030,7,3,0,42.781700,-1.653700,70.730667,336.114014,2260.328857,0.000000,1400.000000,0.000000,0.000000,0.000000,0.997362,-0.001000,-0.848000,-0.525000,1.001741,-0.004000,-0.845000,-0.538000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274031,5,3,5,51.526276,-0.097839,0.000000,0.000000,81.922958,-150.000000,1.000000,3.187312,0.000000,30.000000,0.997161,0.000000,-0.849000,-0.523000,1.002661,0.000000,-0.848000,-0.535000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,2,1,1
1736274031,7,3,0,42.782001,-1.654000,70.872574,335.876007,2276.944580,0.000000,1400.000000,0.000000,0.000000,0.000000,0.999265,0.000000,-0.849000,-0.527000,1.003199,-0.003000,-0.848000,-0.536000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274032,7,3,0,42.782299,-1.654100,71.045570,336.140015,2289.102783,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998097,-0.002000,-0.847000,-0.528000,1.002128,-0.001000,-0.848000,-0.534000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274033,7,3,0,42.782600,-1.654300,71.333260,336.765015,2301.305176,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998417,-0.002000,-0.848000,-0.527000,1.002128,-0.001000,-0.848000,-0.534000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274034,7,3,0,42.782902,-1.654500,71.622894,336.894989,2313.035400,0.000000,1400.000000,0.000000,0.000000,0.000000,0.996719,-0.002000,-0.846000,-0.527000,1.003118,-0.003000,-0.846000,-0.539000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274035,7,3,0,42.783199,-1.654700,72.005829,336.773987,2324.470703,0.000000,1400.000000,0.000000,0.000000,0.000000,0.996719,-0.002000,-0.846000,-0.527000,1.002130,-0.002000,-0.848000,-0.534000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274036,7,3,0,42.783501,-1.654900,72.666740,336.953003,2334.731934,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998537,0.000000,-0.850000,-0.524000,1.002130,-0.002000,-0.848000,-0.534000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274037,7,3,0,42.783798,-1.655100,73.380127,337.609009,2344.003662,0.000000,1400.000000,0.000000,0.000000,0.000000,0.997568,-0.002000,-0.847000,-0.527000,1.001603,-0.004000,-0.848000,-0.533000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
1736274038,7,3,0,42.784100,-1.655300,73.924408,338.605011,2353.321533,0.000000,1400.000000,0.000000,0.000000,0.000000,0.997568,-0.002000,-0.847000,-0.527000,1.002976,-0.002000,-0.849000,-0.534000,999.000000,-0.003500,999.000000,0.000964,999.000000,-0.001543,14,1,3,1
1736274039,7,3,0,42.784401,-1.655500,74.221817,339.010010,2363.635254,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998095,-0.001000,-0.847000,-0.528000,1.001597,-0.002000,-0.848000,-0.533000,999.000000,-0.000526,999.000000,0.003368,999.000000,-0.000853,14,1,3,1
1736274040,7,3,0,42.784801,-1.655700,74.249031,339.359985,2375.267090,0.000000,1400.000000,0.000000,0.000000,0.000000,0.998945,-0.002000,-0.848000,-0.528000,1.001701,-0.002000,-0.850000,-0.530000,999.000000,-5725825688034211243127463739392.000000,999.000000,0.000000,999.000000,0.000000,14,1,3,1
